sequence_id,label,severity,mode,fingers,landmark_indices,start_frame_offset,end_frame_offset_exclusive,sequence_length,noise_std_scale,mean_affected_displacement,max_affected_displacement,seed
c54b91205ad3,three_finger_bent,medium,drift,pinky,18;19;20,14,26,37,0.05,0.19410037776842057,0.34929844472032967,42
7c907ad18ed9,three_finger_bent,medium,freeze,ring,14;15;16,15,29,46,0.05,0.34686860626554006,0.8885511644428693,42
4eb3a90dac1b,three_finger_bent,medium,freeze,pinky,18;19;20,29,43,46,0.05,0.21534409504564253,0.3524355515561147,42
4a71d94f6047,three_finger_bent,medium,drift,ring,14;15;16,21,34,42,0.05,0.2639019683281537,0.48500325894775886,42
eae2b467b678,three_finger_bent,medium,freeze,pinky,18;19;20,11,22,34,0.05,0.2569591200621996,0.5099959652131352,42
e078f346d502,three_finger_bent,medium,freeze,index,6;7;8,6,15,30,0.05,0.2533603931882656,0.5309540119796012,42
8791f31df0d5,three_finger_bent,medium,freeze,ring,14;15;16,0,11,35,0.05,0.2816766647114715,0.6807507017229792,42
f2f5ee4d38b5,three_finger_bent,medium,collapse,ring,14;15;16,26,38,38,0.05,0.6893507940972863,0.9226847875415014,42
e37d11d914db,three_finger_bent,medium,freeze,pinky,18;19;20,11,21,33,0.05,0.745999972630182,1.1842748092939819,42
e1f91dcfe69d,three_finger_bent,medium,collapse,pinky,18;19;20,4,16,37,0.05,0.41185206733961693,0.5109959084253414,42
6a9f2004d7e9,three_finger_bent,medium,drift,index,6;7;8,9,18,27,0.05,0.2826858173610662,0.5178645590845817,42
72a235c9218a,three_finger_bent,medium,collapse,pinky,18;19;20,8,20,39,0.05,0.6453224626202942,1.0815734100861663,42
c450d239553d,three_finger_bent,medium,collapse,pinky,18;19;20,14,25,34,0.05,0.599848768972122,1.0707263567930134,42
fe0830cc7db3,three_finger_bent,medium,drift,ring,14;15;16,10,23,42,0.05,0.40380948219826085,0.9056068244171668,42
ea4c18ea28b7,three_finger_bent,medium,drift,pinky,18;19;20,17,26,28,0.05,0.569463234595876,0.9746197046324865,42
cd47e798e2ae,three_finger_bent,medium,drift,thumb,2;3;4,0,11,35,0.05,0.17367578117038515,0.5591743495079698,42
8c2dad0c4cfa,three_finger_bent,medium,collapse,thumb,2;3;4,6,19,41,0.05,0.7182357555889769,1.248875984315491,42
e00aac6a3046,three_finger_bent,medium,freeze,middle,10;11;12,13,25,37,0.05,0.3665445587217472,0.5694272360098925,42
e47cab926107,three_finger_bent,medium,collapse,pinky,18;19;20,25,37,37,0.05,0.5403501018772711,0.790962033706497,42
05c116dc4ea7,three_finger_bent,medium,drift,pinky,18;19;20,9,22,42,0.05,0.6721810615965708,1.550867089827244,42
95419268158b,three_finger_bent,medium,drift,thumb,2;3;4,26,41,48,0.05,0.27088253223824005,0.743881850065845,42
d1412a35214d,three_finger_bent,medium,drift,index,6;7;8,5,18,42,0.05,0.5779946317153171,1.0057143248946911,42
1b440a811b8d,three_finger_bent,medium,drift,middle,10;11;12,0,10,32,0.05,0.2645512337572496,0.7932989077908857,42
21cf94ae0db2,three_finger_bent,medium,collapse,pinky,18;19;20,2,10,24,0.05,0.5995277327239211,1.0388625345826557,42
b0ab67dbfd24,three_finger_bent,medium,collapse,ring,14;15;16,18,30,39,0.05,0.743226408873085,1.1123998152854038,42
a5277b949382,three_finger_bent,medium,collapse,pinky,18;19;20,9,20,34,0.05,0.6267387438405072,0.8523324034893726,42
2294550ff000,three_finger_bent,medium,freeze,middle,10;11;12,6,17,35,0.05,0.3646307658841982,0.5339013155304592,42
1cd49ab74b3e,three_finger_bent,medium,drift,thumb,2;3;4,14,25,35,0.05,0.2426236436619152,0.6776169126679812,42
ee37db102cde,three_finger_bent,medium,drift,thumb,2;3;4,17,29,37,0.05,0.32349309035841795,0.8549940727679479,42
c9a5b4833267,three_finger_bent,medium,drift,pinky,18;19;20,26,38,38,0.05,0.14358500899552226,0.2813248047191043,42
b1d9b9fd9b47,three_finger_bent,medium,collapse,ring,14;15;16,3,13,32,0.05,0.5839592138414209,0.7470174042060345,42
706d6f4c2061,three_finger_bent,medium,collapse,thumb,2;3;4,18,30,38,0.05,0.5303515250005284,0.827951204848998,42
cc78a42c6dc0,three_finger_bent,medium,collapse,ring,14;15;16,28,41,42,0.05,0.733630099804995,1.3353827444476378,42
6d6cd1c6eba8,three_finger_bent,medium,drift,index,6;7;8,33,49,52,0.05,0.58359578320617,1.153815139966972,42
3ee7e4fe98c4,three_finger_bent,medium,freeze,thumb,2;3;4,14,26,38,0.05,0.33966556799924075,0.6681694915639479,42
b31399221485,three_finger_bent,medium,drift,index,6;7;8,8,21,42,0.05,0.8279066332440446,1.2795315963667853,42
b556f11f43b2,three_finger_bent,medium,drift,thumb,2;3;4,5,19,46,0.05,0.4125480818025644,0.5968463296763415,42
d750700162fe,three_finger_bent,medium,drift,pinky,18;19;20,22,35,42,0.05,0.1395886791849711,0.25869232753151056,42
6ef7848c1559,three_finger_bent,medium,collapse,index,6;7;8,0,12,39,0.05,0.7980711871731316,1.3810823055097388,42
6c7d13236bbf,three_finger_bent,medium,drift,thumb,2;3;4,21,35,44,0.05,0.29961859030661037,1.1893087132302664,42
31eb091e0bb6,three_finger_bent,medium,drift,pinky,18;19;20,19,34,47,0.05,0.6807833330759946,1.4991113940446752,42
eee4b32d4fd5,three_finger_bent,medium,drift,pinky,18;19;20,5,19,45,0.05,0.2967552959402985,0.5919223598151283,42
297c992a3f01,three_finger_bent,medium,freeze,pinky,18;19;20,13,29,52,0.05,0.8135219791774734,1.9490871353104948,42
412c0b227fc0,three_finger_bent,medium,collapse,index,6;7;8,19,31,40,0.05,0.6515887616498078,0.8857772700358199,42
af541dec2162,three_finger_bent,medium,collapse,ring,14;15;16,4,6,6,0.05,0.6970307768785994,0.8332665575299574,42
f7c4c9d9223b,three_finger_bent,medium,freeze,thumb,2;3;4,3,13,32,0.05,0.43858698638967275,1.1058539413960229,42
81614312ef6c,three_finger_bent,medium,freeze,pinky,18;19;20,22,35,41,0.05,0.19011021212121265,0.42303942451553744,42
bec0e0714be5,three_finger_bent,medium,collapse,pinky,18;19;20,20,31,34,0.05,0.6642412125095837,1.0421881383547875,42
2f6a97017de9,three_finger_bent,medium,collapse,index,6;7;8,9,25,52,0.05,0.5959280460892108,0.8380578412287969,42
55eefdffd49d,three_finger_bent,medium,freeze,pinky,18;19;20,18,33,49,0.05,1.4725637153358122,2.2899811838272464,42
83ecb8890a84,three_finger_bent,medium,freeze,index,6;7;8,13,25,40,0.05,0.14582681174001763,0.3167610336808817,42
15871d67f593,three_finger_bent,medium,drift,index,6;7;8,6,20,44,0.05,0.4708702490983342,0.7419572463941724,42
31310173430f,three_finger_bent,medium,drift,index,6;7;8,8,20,37,0.05,0.7843692885465791,1.675802187333601,42
616da5f36963,three_finger_bent,medium,freeze,index,6;7;8,10,21,34,0.05,0.24515956681344783,0.40112707777733814,42
46c0b04a88e9,three_finger_bent,medium,collapse,ring,14;15;16,4,17,43,0.05,0.663737305085404,0.9655579412142277,42
374b01f70a69,three_finger_bent,medium,drift,thumb,2;3;4,17,27,33,0.05,0.31120524160916924,0.7526168552314997,42
013813bfd4b6,three_finger_bent,medium,drift,ring,14;15;16,8,20,37,0.05,0.7971083054608433,1.593147461137747,42
b16e21ec4a2f,three_finger_bent,medium,drift,middle,10;11;12,6,18,40,0.05,1.6826849448666632,2.490622303771992,42
823e5b66cdc3,deer_horn,medium,collapse,index,6;7;8,6,17,34,0.05,0.880337665319465,1.429194791787404,42
1f834441de71,deer_horn,medium,collapse,pinky,18;19;20,12,27,47,0.05,0.7647869165985824,1.416837465424045,42
b10fec1d468f,deer_horn,medium,drift,middle,10;11;12,11,24,43,0.05,0.39345811917762463,0.798732464373555,42
9c3dce491b52,deer_horn,medium,collapse,middle,10;11;12,25,38,41,0.05,0.5554011709832654,0.9000878222953973,42
f1830d7435e4,deer_horn,medium,collapse,thumb,2;3;4,15,24,28,0.05,0.37756442783739164,0.4567649134100564,42
eae98ad1ab96,deer_horn,medium,collapse,ring,14;15;16,29,44,47,0.05,0.49264751183147126,0.8931716407545347,42
d5922c1146c7,deer_horn,medium,freeze,index,6;7;8,6,9,10,0.05,0.13317441302225688,0.2508567988416194,42
aa482e09b8bc,deer_horn,medium,collapse,index,6;7;8,14,24,32,0.05,0.702475125492725,1.0140618616517851,42
e649d8e33325,deer_horn,medium,freeze,thumb,2;3;4,21,35,46,0.05,0.4308053869251759,0.8580587336285596,42
435ce8fb33a5,deer_horn,medium,drift,middle,10;11;12,23,37,46,0.05,0.4019899267920788,0.7188593629849203,42
f2e413cd96f3,deer_horn,medium,drift,middle,10;11;12,8,21,43,0.05,0.32130151499343473,0.5993684625729468,42
bc8e537307f0,deer_horn,medium,collapse,index,6;7;8,20,34,46,0.05,0.9279548394761806,1.4292269778284732,42
247c348c21f7,deer_horn,medium,drift,ring,14;15;16,0,14,46,0.05,0.4291930579248183,1.163387974984319,42
0dbeb1a8df16,deer_horn,medium,drift,index,6;7;8,13,24,34,0.05,0.7746974204260791,1.699630216067539,42
9d2ca79b7a9e,deer_horn,medium,collapse,middle,10;11;12,1,12,36,0.05,0.5406645493813096,1.030070527855147,42
908215ffdcab,deer_horn,medium,collapse,ring,14;15;16,3,14,34,0.05,0.302520672905618,0.49003460270318006,42
c4fda800833e,deer_horn,medium,drift,index,6;7;8,10,19,30,0.05,0.931499964506327,2.1759284103890066,42
cddcaa7ad5fd,deer_horn,medium,collapse,thumb,2;3;4,11,23,39,0.05,0.4005697112666241,0.8648294234383668,42
eedcd7c58526,deer_horn,medium,collapse,thumb,2;3;4,5,20,47,0.05,0.35177497000003555,0.48979462103479954,42
bc6a0b9f695e,deer_horn,medium,collapse,thumb,2;3;4,1,3,5,0.05,0.4310119198021834,0.6483309234411597,42
87c78e3f003d,deer_horn,medium,drift,thumb,2;3;4,14,24,33,0.05,0.41120226740142185,1.2914595602815349,42
17dd78dd74ea,deer_horn,medium,collapse,middle,10;11;12,21,34,42,0.05,0.49187553464217604,0.7864296301805422,42
ec805aeab0cb,deer_horn,medium,collapse,thumb,2;3;4,19,34,48,0.05,0.4636682377144839,0.7402914536957275,42
b7ac182a9b13,deer_horn,medium,drift,middle,10;11;12,20,33,42,0.05,0.3348281671426265,0.7795866239170982,42
2c21941e57f9,deer_horn,medium,collapse,thumb,2;3;4,15,30,49,0.05,0.5577182785896841,1.177571056566213,42
d3cc18ceb43b,deer_horn,medium,freeze,pinky,18;19;20,19,32,41,0.05,0.3304318711573047,0.5633210062076399,42
85188dece6d4,deer_horn,medium,collapse,ring,14;15;16,32,47,48,0.05,0.42591737293346427,0.6088437149548934,42
dff2e96f8ae8,deer_horn,medium,freeze,index,6;7;8,8,21,41,0.05,0.5576052455520608,1.0863606634194636,42
b7755c98f813,deer_horn,medium,drift,index,6;7;8,20,31,35,0.05,0.20356965418036055,0.41184635070269365,42
325261946ec7,deer_horn,medium,freeze,middle,10;11;12,19,30,35,0.05,0.18948757002302302,0.6494209926901157,42
cdc106a2c6e5,deer_horn,medium,collapse,pinky,18;19;20,0,10,32,0.05,0.5776150801953669,0.9165831315846379,42
c23fbde4e68a,deer_horn,medium,collapse,ring,14;15;16,12,21,30,0.05,0.3273931302044539,1.032161643947369,42
d455c87163f4,deer_horn,medium,freeze,ring,14;15;16,18,31,42,0.05,0.45946985337708496,0.9611270887325645,42
08f6838eb763,deer_horn,medium,collapse,index,6;7;8,7,19,38,0.05,0.8873582795987017,1.3374163488639181,42
a8d03726efc2,deer_horn,medium,collapse,ring,14;15;16,17,31,45,0.05,0.3746151251415507,0.5431414905083063,42
c2a6c80f6451,deer_horn,medium,collapse,ring,14;15;16,14,26,37,0.05,0.492278317516099,1.2995648049801367,42
d2b4b7f80256,deer_horn,medium,drift,index,6;7;8,0,14,45,0.05,0.3446251064177632,0.871370726962322,42
808e845587ac,deer_horn,medium,freeze,index,6;7;8,19,30,36,0.05,0.43369368050946855,1.4405565015183843,42
3942ffd00cbd,deer_horn,medium,drift,index,6;7;8,23,36,42,0.05,0.37655680760547744,0.5422481573292336,42
749278a7cbec,deer_horn,medium,collapse,index,6;7;8,14,25,34,0.05,0.7708875793363534,1.0411915887248955,42
c6ede3201cb2,deer_horn,medium,collapse,pinky,18;19;20,10,22,39,0.05,0.7380337196914963,1.0325810019094348,42
6530ab71aaa2,deer_horn,medium,freeze,pinky,18;19;20,6,16,33,0.05,0.2863365738672139,0.6776665083033724,42
d6c6fae37fe5,deer_horn,medium,collapse,index,6;7;8,11,23,40,0.05,0.7409060349829778,0.9950656238184251,42
49e9f07e201b,deer_horn,medium,drift,ring,14;15;16,18,30,38,0.05,0.19118005769375954,0.42909529481370245,42
9b07ae691ee2,deer_horn,medium,collapse,middle,10;11;12,9,24,50,0.05,0.4714552460158708,0.68550956431364,42
5a3dc528e04d,deer_horn,medium,drift,index,6;7;8,16,29,43,0.05,0.22090522847315228,0.4372725303665426,42
32ddc31572ea,deer_horn,medium,freeze,index,6;7;8,23,37,46,0.05,0.26393944919379264,0.7663645216301822,42
0945e8accdd1,deer_horn,medium,drift,ring,14;15;16,10,20,31,0.05,0.5334309317546456,1.0001082490373547,42
79aab8196fdd,deer_horn,medium,freeze,thumb,2;3;4,21,33,40,0.05,0.3736202893907327,0.7989462928036666,42
ea4efbd686b9,deer_horn,medium,freeze,index,6;7;8,17,29,40,0.05,0.8923740106024708,1.9553604309204768,42
cdb90f5b9fec,deer_horn,medium,drift,thumb,2;3;4,7,20,41,0.05,0.385395238336278,0.849200119263409,42
65b37f058392,deer_horn,medium,freeze,thumb,2;3;4,3,14,36,0.05,0.31310113543338813,0.6663574575426983,42
b58ff0b08ce6,deer_horn,medium,drift,middle,10;11;12,1,12,35,0.05,0.6258883985813102,1.1655952957054432,42
9814244d256e,deer_horn,medium,collapse,index,6;7;8,13,27,44,0.05,0.7017848288029773,1.195283422928227,42
ad6b689f1d87,deer_horn,medium,freeze,index,6;7;8,8,21,41,0.05,0.4810904689970289,1.3926098660092028,42
72fbde018892,deer_horn,medium,freeze,middle,10;11;12,0,14,45,0.05,0.503787398106415,1.401311323864162,42
8eb1e0a2d155,deer_horn,medium,drift,thumb,2;3;4,20,33,42,0.05,0.3517217440898543,0.7738386470963987,42
8d490e349a56,deer_horn,medium,drift,middle,10;11;12,24,36,40,0.05,0.2557173263623169,0.8099765646186896,42
50c16ac8e654,deer_horn,medium,collapse,middle,10;11;12,26,42,52,0.05,0.44076543362527837,0.6259036902924981,42
f25e3cbe53c1,deer_horn,medium,drift,ring,14;15;16,21,31,33,0.05,0.30587445164680455,0.6422264074764051,42
df281fd4d6c9,deer_horn,medium,drift,ring,14;15;16,22,34,38,0.05,0.25960205231177774,0.5789279148765726,42
e1a23abc119d,deer_horn,medium,drift,thumb,2;3;4,0,11,35,0.05,0.24503168182652038,0.6056686838563068,42
57c7e4a382bd,deer_horn,medium,drift,ring,14;15;16,29,45,52,0.05,0.6201718688256205,1.4016066467677146,42
17403ac8aaef,deer_horn,medium,freeze,ring,14;15;16,25,40,50,0.05,1.3050795621923692,3.104353342118208,42
