repeat,seed,shot,classifier,representation,frame_dimensions,encoded_features,num_train,num_test,accuracy,macro_f1,kappa
19,61,3,svm,optimized_action17,17,272,18,115,0.6869565217391305,0.7079152622206086,0.6230538104343076
19,61,3,knn,optimized_action17,17,272,18,115,0.6782608695652174,0.6477170380347261,0.6159747292418774
19,61,3,rf,optimized_action17,17,272,18,115,0.7478260869565218,0.7463163905024371,0.6975331035733721
19,61,3,mlp,optimized_action17,17,272,18,115,0.7130434782608696,0.6901345682393397,0.657274451368193
19,61,3,svm,corrected_flex11,11,176,18,115,0.6956521739130435,0.716040678325161,0.6333576243395882
19,61,3,knn,corrected_flex11,11,176,18,115,0.7043478260869566,0.6706728943571049,0.6470482036468677
19,61,3,rf,corrected_flex11,11,176,18,115,0.7565217391304347,0.7514626924229325,0.7079894803663735
19,61,3,mlp,corrected_flex11,11,176,18,115,0.7391304347826086,0.7303412948574239,0.6879522431259045
19,61,3,svm,optimized_action_flex11,11,176,18,115,0.7304347826086957,0.7490341621668571,0.6753778910945183
19,61,3,knn,optimized_action_flex11,11,176,18,115,0.7130434782608696,0.679611908559277,0.6573672806067172
19,61,3,rf,optimized_action_flex11,11,176,18,115,0.7391304347826086,0.7353578408243752,0.6870748299319729
19,61,3,mlp,optimized_action_flex11,11,176,18,115,0.7565217391304347,0.7459814794000476,0.708676377454085
19,61,3,svm,corrected_pca11,11,176,18,115,0.6521739130434783,0.6679240684961852,0.5801004107713372
19,61,3,knn,corrected_pca11,11,176,18,115,0.7217391304347827,0.6967544386175523,0.6674798951838801
19,61,3,rf,corrected_pca11,11,176,18,115,0.7478260869565218,0.7302502751517652,0.6985446985446986
19,61,3,mlp,corrected_pca11,11,176,18,115,0.7391304347826086,0.7415599810336654,0.687216681776972
19,61,3,svm,optimized_action_pca11,11,176,18,115,0.7130434782608696,0.7215179881846548,0.6545289030496131
19,61,3,knn,optimized_action_pca11,11,176,18,115,0.7130434782608696,0.6778221557633323,0.6573054000361207
19,61,3,rf,optimized_action_pca11,11,176,18,115,0.7478260869565218,0.7391216040088785,0.698381116035091
19,61,3,mlp,optimized_action_pca11,11,176,18,115,0.8173913043478261,0.8207040393572901,0.7808728790490881
